xmin,xmax,clr_score,reg_socre
0.0,0.87,0.9999988675117493,0.9999988675117493
0.0,0.99,0.9999988675117493,0.9999988675117493
0.0,0.87,0.9999988675117493,0.9999988675117493
0.0,0.99,0.9999988675117493,0.9999988675117493
0.0,0.87,0.9999988675117493,0.9999988675117493
0.0,0.99,0.9999988675117493,0.9999988675117493
0.0,0.87,0.9999988675117493,0.9999988675117493
0.0,0.99,0.9999988675117493,0.9999988675117493
0.0,0.87,0.9999988675117493,0.9999988675117493
0.0,0.99,0.9999988675117493,0.9999988675117493
0.0,0.87,0.9999988675117493,0.9999988675117493
0.0,0.99,0.9999988675117493,0.9999988675117493
0.0,0.87,0.9999988675117493,0.9999988675117493
0.0,0.99,0.9999988675117493,0.9999988675117493
0.0,0.87,0.9999988675117493,0.9999988675117493
0.0,0.99,0.9999988675117493,0.9999988675117493
0.0,0.87,0.9999988675117493,0.9999988675117493
0.0,0.99,0.9999988675117493,0.9999988675117493
