xmin,xmax,clr_score,reg_socre
0.0,0.87,0.999997079372406,0.999997079372406
0.0,0.99,0.999997079372406,0.999997079372406
0.0,0.87,0.999997079372406,0.999997079372406
0.0,0.99,0.999997079372406,0.999997079372406
0.0,0.87,0.999997079372406,0.999997079372406
0.0,0.99,0.999997079372406,0.999997079372406
0.0,0.87,0.999997079372406,0.999997079372406
0.0,0.99,0.999997079372406,0.999997079372406
0.0,0.87,0.999997079372406,0.999997079372406
0.0,0.99,0.999997079372406,0.999997079372406
0.0,0.87,0.999997079372406,0.999997079372406
0.0,0.99,0.999997079372406,0.999997079372406
0.0,0.87,0.999997079372406,0.999997079372406
0.0,0.99,0.999997079372406,0.999997079372406
0.0,0.87,0.999997079372406,0.999997079372406
0.0,0.99,0.999997079372406,0.999997079372406
0.0,0.87,0.999997079372406,0.999997079372406
0.0,0.99,0.999997079372406,0.999997079372406
