xmin,xmax,clr_score,reg_socre
0.0,0.87,0.9999977946281433,0.9999977946281433
0.0,0.99,0.9999977946281433,0.9999977946281433
0.0,0.87,0.9999977946281433,0.9999977946281433
0.0,0.99,0.9999977946281433,0.9999977946281433
0.0,0.87,0.9999977946281433,0.9999977946281433
0.0,0.99,0.9999977946281433,0.9999977946281433
0.0,0.87,0.9999977946281433,0.9999977946281433
0.0,0.99,0.9999977946281433,0.9999977946281433
0.0,0.87,0.9999977946281433,0.9999977946281433
0.0,0.99,0.9999977946281433,0.9999977946281433
0.0,0.87,0.9999977946281433,0.9999977946281433
0.0,0.99,0.9999977946281433,0.9999977946281433
0.0,0.87,0.9999977946281433,0.9999977946281433
0.0,0.99,0.9999977946281433,0.9999977946281433
0.0,0.87,0.9999977946281433,0.9999977946281433
0.0,0.99,0.9999977946281433,0.9999977946281433
0.0,0.87,0.9999977946281433,0.9999977946281433
0.0,0.99,0.9999977946281433,0.9999977946281433
