xmin,xmax,clr_score,reg_socre
0.0,0.87,0.9997167587280273,0.9997167587280273
0.0,0.99,0.9997167587280273,0.9997167587280273
0.0,0.87,0.9997167587280273,0.9997167587280273
0.0,0.99,0.9997167587280273,0.9997167587280273
0.0,0.87,0.9997167587280273,0.9997167587280273
0.0,0.99,0.9997167587280273,0.9997167587280273
0.0,0.87,0.9997167587280273,0.9997167587280273
0.0,0.99,0.9997167587280273,0.9997167587280273
0.0,0.87,0.9997167587280273,0.9997167587280273
0.0,0.99,0.9997167587280273,0.9997167587280273
0.0,0.87,0.9997167587280273,0.9997167587280273
0.0,0.99,0.9997167587280273,0.9997167587280273
0.0,0.87,0.9997167587280273,0.9997167587280273
0.0,0.99,0.9997167587280273,0.9997167587280273
0.0,0.87,0.9997167587280273,0.9997167587280273
0.0,0.99,0.9997167587280273,0.9997167587280273
0.0,0.87,0.9997167587280273,0.9997167587280273
0.0,0.99,0.9997167587280273,0.9997167587280273
