xmin,xmax,clr_score,reg_socre
0.0,0.87,0.99981290102005,0.99981290102005
0.0,0.99,0.99981290102005,0.99981290102005
0.0,0.87,0.99981290102005,0.99981290102005
0.0,0.99,0.99981290102005,0.99981290102005
0.0,0.87,0.99981290102005,0.99981290102005
0.0,0.99,0.99981290102005,0.99981290102005
0.0,0.87,0.99981290102005,0.99981290102005
0.0,0.99,0.99981290102005,0.99981290102005
0.0,0.87,0.99981290102005,0.99981290102005
0.0,0.99,0.99981290102005,0.99981290102005
0.0,0.87,0.99981290102005,0.99981290102005
0.0,0.99,0.99981290102005,0.99981290102005
0.0,0.87,0.99981290102005,0.99981290102005
0.0,0.99,0.99981290102005,0.99981290102005
0.0,0.87,0.99981290102005,0.99981290102005
0.0,0.99,0.99981290102005,0.99981290102005
0.0,0.87,0.99981290102005,0.99981290102005
0.0,0.99,0.99981290102005,0.99981290102005
